favorite_count,source,text,location,place,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
440,Twitter for iPhone,"b'Dzi\xc5\x9b u @KonradPiasecki mogli\xc5\x9bmy obserwowa\xc4\x87 @mwojcik_ , kt\xc3\xb3ry konsekwentnie przez kilkana\xc5\x9bcie minut udowadnia\xc5\x82, \xc5\xbce c\xe2\x80\xa6 https://t.co/oMMfsjbezm'","Łódź, Polska","Warsaw, Poland",,False,Wed Jan 20 06:57:36 +0000 2021,32,b'1351785934858178560'
0,Twitter for iPhone,b'Wow https://t.co/Q0JqHvUXmD',,"Bucharest, Romania",,False,Wed Jan 20 06:59:18 +0000 2021,0,b'1351786363582963735'
0,Instagram,b'\xd0\x9f\xd0\xbe\xd0\xb5\xd1\x85\xd0\xb0\xd0\xbb\xd0\xb8! #\xd0\xb2\xd0\xb0\xd0\xba\xd1\x86\xd0\xb8\xd0\xbd\xd0\xb0\xd1\x86\xd0\xb8\xd1\x8f #\xd1\x81\xd0\xbf\xd1\x83\xd1\x82\xd0\xbd\xd0\xb8\xd0\xbav #\xd0\xb3\xd0\xb0\xd0\xbc\xd0\xba\xd0\xbe\xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb2\xd0\xb0\xd0\xba #\xd0\xb3\xd0\xb0\xd0\xbc\xd0\xba\xd0\xbe\xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb2\xd0\xb0\xd0\xba2020 #covid19 #sputnikv #vaccinocovid19\xf0\x9f\x92\x89 @ \xd0\x93\xd0\xbe\xd1\x80\xd0\xbe\xd0\xb4\xd1\x81\xd0\xba\xd0\xb0\xd1\x8f \xd0\x9f\xd0\xbe\xd0\xbb\xd0\xb8\xd0\xba\xd0\xbb\xe2\x80\xa6 https://t.co/pl79cv7Q5F',Moscow,"Moscow, Russia",,False,Wed Jan 20 06:58:51 +0000 2021,0,b'1351786249217052673'
1,Twitter for Android,b'\xd0\x9a\xd0\xbe\xd0\xbb\xd0\xb8 \xd1\x82\xd0\xb0\xd0\xba\xd0\xb5 \xd1\x87\xd0\xb8\xd1\x82\xd0\xb0\xd1\x8e \xd0\xbc\xd0\xb5\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd1\x87\xd0\xb8\xd0\xbd\xd0\xb0\xd1\x94 \xd1\x82\xd1\x80\xd1\x8f\xd1\x81\xd1\x82\xd0\xb8 \xd0\xb2\xd1\x96\xd0\xb4 \xd0\xbb\xd1\x8e\xd1\x82\xd1\x96. \xd0\x90 \xd1\x89\xd0\xb5 \xd0\xb4\xd0\xbe \xd0\xba\xd1\x96\xd0\xbd\xd1\x86\xd1\x8f \xd1\x81\xd1\x96\xd1\x87\xd0\xbd\xd1\x8f \xd1\x86\xd1\x8c\xd0\xbe\xd0\xb3\xd0\xbe \xd1\x80\xd0\xbe\xd0\xba\xd1\x83 \xd1\x81\xd0\xbf\xd0\xbb\xd0\xb8\xd0\xbd\xd0\xb5 \xd1\x82\xd0\xb5\xd1\x80\xd0\xbc\xd1\x96\xd0\xbd \xd0\xbf\xd1\x80\xd0\xb8\xd0\xb4\xd0\xb0\xd1\x82\xd0\xbd\xd0\xbe\xd1\x81\xd1\x82\xd1\x96 \xd0\x91\xd0\xa6\xd0\x96-\xd0\xb2\xd0\xb0\xd0\xba\xd1\x86\xd0\xb8\xd0\xbd \xd0\xb2\xe2\x80\xa6 https://t.co/M76DoBedhI',"Santa Clara, USA",Ukraine,,False,Wed Jan 20 06:59:29 +0000 2021,1,b'1351786406801264640'
0,Twitter for Android,b'@HMPHewell @prisonersarehu1 This is your first opportunity to know the REAL Truth at the end of this ERROR Jan.2021\xe2\x80\xa6 https://t.co/jSFACFLOdr',United States,"Raleigh, NC",HMPHewell,False,Wed Jan 20 06:58:42 +0000 2021,0,b'1351786213494169600'
0,Twitter for iPhone,b'Smh https://t.co/cXuhy2LgsD',QUADRATUM,"Austin, TX",,False,Wed Jan 20 06:58:39 +0000 2021,0,b'1351786200412131329'
0,Twitter for Android,b'L\xe2\x80\x99\xc3\xa9cole de #Vaulx ferm\xc3\xa9e pour cause de Covid-19\nhttps://t.co/U5fyGuMYC7',Annecy/Chambéry ,"Annecy, France",,False,Wed Jan 20 06:59:10 +0000 2021,0,b'1351786328762015744'
3,Twitter for iPad,b'Avondklok? Een stap te ver. #avondklok #coronamaatregelen #vrijheidsbeperking #COVID19 #omt @VVD @cdavandaag @D66',"Heemstede, Noord-Holland, NL","Heemstede, Nederland",,False,Wed Jan 20 07:00:55 +0000 2021,0,b'1351786771256909824'
0,Twitter for iPhone,b'Melaka dh buat https://t.co/ZKXxVnwUNU',Konohagakure,"Chabau, Melaka",,False,Wed Jan 20 07:02:54 +0000 2021,0,b'1351787270177579009'
0,dlvr.it,b'AUZGMT \xe2\x80\x94 Remote indigenous coronavirus jabs for all: The Australian has been told that when the vaccine reaches rem\xe2\x80\xa6 https://t.co/scbNaE1ZZV',Americas | United Kingdom,"Vancouver, British Columbia",,False,Wed Jan 20 07:02:32 +0000 2021,1,b'1351787177454129157'
2,Twitter for Android,"b'#Gunaydin  Allah\xc4\xb1m glutensiz bi hayat , \xc3\xa7\xc3\xb6lde susuz kalmak gibi zor geliyor .... \n#saglikliyasam #gluten #COVID19'","İstanbul, Türkiye","İstanbul, Türkiye",,False,Wed Jan 20 07:02:14 +0000 2021,0,b'1351787099331190784'
0,dlvr.it,b'ZHNR \xe2\x80\x94 China reports 109 new COVID-19 cases as infections persist in northeast: The city of Gongzhuling in Jilin pr\xe2\x80\xa6 https://t.co/LjDg6p47mU',WORLDWIDE,"Beijing, People's Republic of China",,False,Wed Jan 20 07:04:04 +0000 2021,1,b'1351787561778249728'
0,Twitter for iPhone,b'If this is real this chance came just in time as I need to buy lots of stuff for moving back on campus for my last\xe2\x80\xa6 https://t.co/qecNEmfVXk',,"Bucharest, Romania",,False,Wed Jan 20 07:04:31 +0000 2021,0,b'1351787674445733890'
22,Twitter for iPhone,b'Aquest \xc3\xa9s l\xe2\x80\x99esperit! La Rosa va ser una de les professionals que es va reincorporar durant la primera onada de la\xe2\x80\xa6 https://t.co/EndxQIvZ3A',Barcelona,"Barcelona, Spain",,False,Wed Jan 20 07:05:30 +0000 2021,1,b'1351787922907918336'
28,Twitter for Android,"b""As deadly as the second wave of COVID19 is, the fear of the virus isn't as much as it was in 2020.\n\nCould that be a\xe2\x80\xa6 https://t.co/RRBBFJFO6N""",Northern Nigeria ,Zuma Rock,,False,Wed Jan 20 07:05:20 +0000 2021,13,b'1351787883099729921'
1,Twitter for iPhone,"b'Vaccine roll-out set to prioritise teachers, police and frontline workers to cut transmission https://t.co/Hxnk5YAElA'","Salisbury, England","Salisbury, England",,False,Wed Jan 20 07:06:58 +0000 2021,0,b'1351788290958102529'
3,Twitter for Android,b'No more green zone in Peninsular Malaysia \xf0\x9f\x98\x95. https://t.co/patkiu3ijE',Kuantan,"Kuala Kuantan, Pahang",,False,Wed Jan 20 07:07:37 +0000 2021,1,b'1351788457266278400'
0,Twitter for Android,b'@ArvindKejriwal \n@msisodia \n@SanjayAzadSln \n\xe0\xa4\x9c\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xac \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa5\xa4 https://t.co/K3Uli93g9A',"Mumbai, India","Kolkata, India",ArvindKejriwal,False,Wed Jan 20 07:08:13 +0000 2021,0,b'1351788605388177409'
5,Twitter for Android,b'COVID-19 death toll spikes https://t.co/moPh1v3VEA via @NewsDayZimbabwe. @CWGH1 @Solwayo1 @harrietchikand1',"Harare, Zimbabwe","Harare, Zimbabwe",,False,Wed Jan 20 07:08:32 +0000 2021,0,b'1351788687344939011'
0,Twitter for iPhone,"b'The UK coronavirus strain has been detected in at least 60 countries, the World Health Organization disclosed. #NewsBits'","Dubai, United Arab Emirates","Dubai, United Arab Emirates",,False,Wed Jan 20 07:07:47 +0000 2021,0,b'1351788495556247553'
0,Twitter for iPhone,b'Ou le variant Covid a \xc3\xa9t\xc3\xa9 d\xc3\xa9tect\xc3\xa9 https://t.co/5SOci0eqez',SIG / VISOV/VOST EUROPE,"Bourges, France",,False,Wed Jan 20 07:08:58 +0000 2021,0,b'1351788796019417089'
0,Twitter for Android,b'Nde dancuk. Perek jare \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa5\xb0 https://t.co/PLCsLjJmjQ',"Surabaya, East Java, Indonesia","Gedangan, Indonesia",,False,Wed Jan 20 07:09:07 +0000 2021,0,b'1351788834283917312'
0,Twitter for iPhone,b'We will never forget. #COVIDMemorial https://t.co/7W4J8FIlOK',"Bay Area, CA","Pinole, CA",,False,Wed Jan 20 07:09:23 +0000 2021,0,b'1351788899895398401'
21,Twitter for iPhone,b'Great news! More about this on #Noradkonf https://t.co/i2Fw8LkCPF the 26th of January with @dagiulstein @DrTedros\xe2\x80\xa6 https://t.co/7szN82uj7a',,"Oslo, Norway",,False,Wed Jan 20 07:09:57 +0000 2021,4,b'1351789043336491010'
1,Twitter for Android,"b'Diem-diem bae ah... Lain kali kalau kena kopid lagi, bilang ya pak? Ojo meneng bae.. @airlangga_hrt\n\nBtw, cepat sem\xe2\x80\xa6 https://t.co/QurFYLDowV'","Niagara Falls, NY","Banguntapan, Indonesia",,False,Wed Jan 20 07:10:25 +0000 2021,0,b'1351789162106507264'
0,Twitter for iPhone,b'It was quite powerful https://t.co/eGK4t44xgX',,"Tucson, AZ",,False,Wed Jan 20 07:10:17 +0000 2021,0,b'1351789127578972160'
57,Twitter for Android,b'\xf0\x9f\x97\x9e\xef\xb8\x8f Daily Graphic\n\n\xf0\x9f\x93\xb0 President reduces Ministers to 29\n\n\xf0\x9f\x93\xb0 Govt will import safe COVID-19 vaccine - President #CitiCBS https://t.co/qjycpJF0Dl',"Accra, Ghana","Tema, Ghana",,False,Wed Jan 20 07:10:01 +0000 2021,8,b'1351789059975340032'
0,Twitter for iPhone,b'\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/nESwUDUvU0',"Montréal, Québec","Montréal, Québec",,False,Wed Jan 20 07:11:47 +0000 2021,0,b'1351789505792122880'
6,Twitter for iPhone,"b'As\xc3\xad est\xc3\xa1n las cosas para empezar el mi\xc3\xa9rcoles. Para cerrarlo... no sabemos. M\xc3\xa1s de 380.000 asturianos, afectados de\xe2\x80\xa6 https://t.co/87paGWyACJ'",,"Gijón, Spain",,False,Wed Jan 20 07:13:28 +0000 2021,3,b'1351789928062062644'
1,Twitter for Android,"b""That didn't take long...\n#BidenCaravan\nhttps://t.co/mj2O7BCzZO""","Greenfield, WI","West Allis, WI",,False,Wed Jan 20 07:13:27 +0000 2021,0,b'1351789922793959425'
0,Twitter for Android,b'https://t.co/YmIUc8jtrU https://t.co/S7mlkm8MF0',#Granada #BiH #Barna #Madrid,"Granada, Spain",,False,Wed Jan 20 07:13:42 +0000 2021,0,b'1351789987612794880'
0,Twitter for iPhone,b'\xe3\x80\x90\xe5\xa4\xa7\xe5\x88\x86\xe5\xb8\x82\xe6\x96\xb0\xe5\x9e\x8b\xe3\x82\xb3\xe3\x83\xad\xe3\x83\x8a\xe6\x9c\x80\xe6\x96\xb0\xe6\x83\x85\xe5\xa0\xb1\xe3\x80\x91\n\xe6\x9c\xac\xe6\x97\xa5\xe6\x96\xb0\xe3\x81\x9f\xe3\x81\xab\xe7\x99\xba\xe7\x94\x9f\xe3\x81\x97\xe3\x81\x9f\xe6\x96\xb0\xe5\x9e\x8b\xe3\x82\xb3\xe3\x83\xad\xe3\x83\x8a\xe6\x84\x9f\xe6\x9f\x93\xe8\x80\x85\xe6\x95\xb0\xe3\x81\xaf4\xe5\x90\x8d\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\n\n\xe5\xa4\xa7\xe5\x88\x86\xe5\xb8\x82\xe3\x81\xae #\xe3\x82\xb3\xe3\x83\xad\xe3\x83\x8a\xe6\x9c\x80\xe6\x96\xb0\xe6\x83\x85\xe5\xa0\xb1 \xe3\x82\x92\xe6\xaf\x8e\xe6\x97\xa5\xe9\x85\x8d\xe4\xbf\xa1\xe3\x80\x82\n\xe5\x80\x89\xe6\x8e\x9b\xe3\x81\xbe\xe3\x81\x95\xe3\x81\xb2\xe3\x82\x8d\xe5\x85\xac\xe5\xbc\x8fLINE\n https://t.co/kH9dsuSshw\n\n#\xe5\xa4\xa7\xe5\x88\x86\xe5\xb8\x82\n#\xe5\xa4\xa7\xe5\x88\x86\xe5\xb8\x82\xe8\xad\xb0\xe4\xbc\x9a\xe2\x80\xa6 https://t.co/gziNEltBQo',大分 大分市,"Oita-shi, Oita",,False,Wed Jan 20 07:13:27 +0000 2021,0,b'1351789922382876673'
0,Twitter for Android,"b""Super le #CouvreFeu, on peut voir que \xc3\xa7a ne sert \xc3\xa0 rien, en tout cas que ce n'est pas la bonne solution, mais la\xe2\x80\xa6 https://t.co/MY7cw205N6""","Vimoutiers, France ","Vimoutiers, France",,False,Wed Jan 20 07:13:44 +0000 2021,0,b'1351789995414216704'
1,Twitter for iPhone,"b'@J_Precision Oui, 0,33% de cas avec le variant anglais dans tous les test\xc3\xa9s. Il faut d\xe2\x80\x99autres tests massifs de ce g\xe2\x80\xa6 https://t.co/JKkEvaO8dj'",Enghien,"Enghien, Belgique",J_Precision,False,Wed Jan 20 07:12:57 +0000 2021,0,b'1351789798625783811'
4,Twitter for Android,b'We identify policy interventions needed to minimise future outbreaks @maritkragt @natasha_pauli https://t.co/hIJ0HBWJOA',"Perth, Western Australia","Perth, Western Australia",,False,Wed Jan 20 07:14:53 +0000 2021,0,b'1351790283059417090'
0,Twitter for iPhone,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/t1spkessvR',#So409BMT ,"Beaumont, TX",,False,Wed Jan 20 07:14:49 +0000 2021,0,b'1351790267754553346'
4,Twitter for iPhone,"b'#Repsol recorta un 8,5% su producci\xc3\xb3n en un 2020  hasta 648.000 barriles diarios marcado por el coronavirus\xe2\x80\xa6 https://t.co/VXYCpLdpzY'",Barcelona,"Barcelona, Spain",,False,Wed Jan 20 07:16:09 +0000 2021,2,b'1351790603428917248'
9,Twitter for iPhone,b'Un tros de natura \xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8a\xe2\x9b\xb0\xe2\x9b\xb0 #Torredembarra #Tarragona #CostaDaurada #hivern2020 #covid19 @costadauradatur\xe2\x80\xa6 https://t.co/F8nBNqMfQZ',Tarragona,Platja del Canyadell,,False,Wed Jan 20 07:15:44 +0000 2021,1,b'1351790497606590465'
0,Twitter for Android,"b""An employee in his late 50's from Crieff depot dies due to lack of PPE being provided by Perth &amp; Kinross (tory run)\xe2\x80\xa6 https://t.co/ZcoNYjITpM""","Dunkeld, Scotland","Birnam, Scotland",,False,Wed Jan 20 07:16:55 +0000 2021,0,b'1351790794517176320'
0,Twitter for iPhone,"b'@SecretService @indeed @craigslistlove @Inka_Dageryager \n\nREF. CORONAVIRUS \n\nSTEREOTYPE SUSPECT..\n(CRYPTOCURRENCY,\xe2\x80\xa6 https://t.co/Aka6yCoDq2'","Miami Beach, Fl","Doral, FL",SecretService,False,Wed Jan 20 07:17:55 +0000 2021,0,b'1351791048696209408'
0,Twitter for Android,b'@emmy84 \xf0\x9f\x98\xad\xf0\x9f\x92\x94 https://t.co/oyeeYOQWCO',,"Wolverhampton, England",emmy84,False,Wed Jan 20 07:19:37 +0000 2021,0,b'1351791476276154368'
0,Twitter for iPhone,"b'If only, I\xe2\x80\x99d be first in line. #DontListenToRumors https://t.co/wbRpmR7rOz'","anchorage, ak","Anchorage, AK",,False,Wed Jan 20 07:19:15 +0000 2021,0,b'1351791383615578112'
0,Twitter for Android,b'Secretario del ALBA-TCP alerta que 95 % de las vacunas contra el covid-19 est\xc3\xa1n concentradas en diez de los pa\xc3\xadses\xe2\x80\xa6 https://t.co/L9oc4Lawda',Buenos Aires  Argentina,"Villa Soldati, Argentina",,False,Wed Jan 20 07:19:10 +0000 2021,0,b'1351791360219742208'
1,Twitter for Android,"b'Dear Government of Zimbabwe,\nThere has been so many signs thrown at you. So many ministers and big people that have\xe2\x80\xa6 https://t.co/fymUtPBUMX'",Somewhere Far Away From You🤭,"Bulawayo, Zimbabwe",,False,Wed Jan 20 07:19:22 +0000 2021,0,b'1351791410735951872'
0,Twitter for iPhone,b'Tu \xe2\x80\x9ccapacidad\xe2\x80\x9d @HLGatell https://t.co/I6jKBQGj7F',"Minatitlán, Veracruz","Minatitlán, Veracruz de Ignacio de la Llave",,False,Wed Jan 20 07:20:40 +0000 2021,0,b'1351791739988807681'
0,Twitter for Android,"b'Last December, Canada voted against a WTO proposal to waive patent and intellectual property rights for all Covid19\xe2\x80\xa6 https://t.co/QlupPeenGF'","Vancouver, Canada","Vancouver, British Columbia",,False,Wed Jan 20 07:20:45 +0000 2021,0,b'1351791760331010049'
0,Twitter for iPhone,b'1610 in one day? \xf0\x9f\x98\xb5 https://t.co/rKroUPkdnp',"Los Angeles, CA","Castaic, CA",,False,Wed Jan 20 07:20:29 +0000 2021,0,b'1351791693436125184'
3,Twitter for iPhone,"b'Dear Abrahimovic,\nIt almost 07:30am and Lampard hasn\xe2\x80\x99t been sacked, \n\nWe the Chelsea fans deserve better, we can\xe2\x80\x99t\xe2\x80\xa6 https://t.co/CNZb1xTjXx'","Portland, ME","Accra, Ghana",,False,Wed Jan 20 07:20:16 +0000 2021,1,b'1351791638331469829'
0,Twitter for iPhone,b'Nak doa apa.Dia yang nak sangat kan PRN Sabah haritu.Haa sekarang tanggung lah.Ingat rakyat bodoh kaa https://t.co/vEaWctjR2G',,"Kapar, Selangor",,False,Wed Jan 20 07:21:42 +0000 2021,0,b'1351791998940790784'
3,Twitter for Android,b'Estamos jodidos... https://t.co/MN0543TTVW',everywhereॐ ,"Benito Juárez, Distrito Federal",,False,Wed Jan 20 07:21:58 +0000 2021,1,b'1351792065525538816'
2,Twitter for Android,b'@BhisikarDeepali @Anup9580 @MrShekharShakya @Avinash09677392 @RBI @PMOIndia @JAIJANSHAKTI @imanup2869\xe2\x80\xa6 https://t.co/PJl01lgUrV',"New Delhi, India","New Delhi, India",BhisikarDeepali,False,Wed Jan 20 07:23:10 +0000 2021,0,b'1351792368278593537'
0,Twitter for Android,"b""ye sab #banks\neven @RBI don't understand !!!\nPandemic, COVID-19 me\nGOVT KI TARAF SE\nORGANISE KIYA HUA forcefully lo\xe2\x80\xa6 https://t.co/QFQNeAI2N4""","New Delhi, India","New Delhi, India",,False,Wed Jan 20 07:22:53 +0000 2021,0,b'1351792295897493508'
2,Twitter for iPhone,b'If it\xe2\x80\x99s not flooding COVID-19 is finessing close ones \xf0\x9f\x99\x83\xf0\x9f\x99\x83 https://t.co/IVzR2lIR0B',"Manchester, England","Manchester, England",,False,Wed Jan 20 07:23:53 +0000 2021,1,b'1351792549531418624'
0,Twitter for iPhone,b'#Michiganproud https://t.co/aUODAYCcMd',"Augusta, MI","Michigan, USA",,False,Wed Jan 20 07:23:32 +0000 2021,0,b'1351792461190995973'
41,Twitter for Android,b'NP \xc2\xbb @articlewani \xe2\x80\x93 coronavirus awareness song \n\n#GHToday on @GHOneTV',"Accra, Ghana","Accra, Ghana",,False,Wed Jan 20 07:24:49 +0000 2021,7,b'1351792783657480192'
6,Twitter for iPhone,b'Second Dose today! \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb3\n#CovidVaccine #COVID19 #Vaccine #igottheshot #MaskUp #Grateful #Thankful #Hopeful\xe2\x80\xa6 https://t.co/CtOfsJAn8w',"Davis, California",Kaiser Permanente Sacramento Medical Center and Medical Offices,,False,Wed Jan 20 07:25:42 +0000 2021,2,b'1351793006207111171'
0,Twitter for Android,b'@marwilliamson @andrealane1 There should also be a group Of Life Coaches comprised of 80% Women of Color who crushe\xe2\x80\xa6 https://t.co/ZNThXgeMSg',United States,"Raleigh, NC",marwilliamson,False,Wed Jan 20 07:26:08 +0000 2021,0,b'1351793114378338305'
10,Twitter for Android,"b'#NEWS Advisory for our local birds and wildlife. Do your part - \xe2\x9c\x82\xef\xb8\x8f Snip your masks \xf0\x9f\x98\xb7 or better still, use reusable\xe2\x80\xa6 https://t.co/Wh4IyeZEFr'","Sydney, New South Wales",Australia,,False,Wed Jan 20 07:26:51 +0000 2021,18,b'1351793297660940290'
4,Twitter for iPhone,b'Every 26 seconds\n\nLet that sink in\n\nNow tell me again why you\xe2\x80\x99re not wearing a mask?\n#WearAMask https://t.co/0Gnuwx7lUA',"San Diego, California","San Diego, CA",,False,Wed Jan 20 07:27:14 +0000 2021,1,b'1351793393953718272'
0,Twitter for Android,"b'#Veran le v\xc3\xa9reux, le v\xc3\xa9rol\xc3\xa9\nDe la merde \xf0\x9f\x92\xa9\nDe la merde dans un costume Cerruti \xf0\x9f\xa4\xa7 https://t.co/gA9yIsVV43'","Lorraine, France CONTREXEVILLE","Malaincourt, France",,False,Wed Jan 20 07:27:32 +0000 2021,0,b'1351793469522669571'
1,Twitter for iPhone,b'#COVID19Memorial #COVID19 #GodBlessAmerica https://t.co/qzTwNYGux6',"Augusta, MI","Michigan, USA",,False,Wed Jan 20 07:28:41 +0000 2021,1,b'1351793759059636224'
2,Twitter for Android,b'@BerniemalpicaMd https://t.co/QMUlWb6YQK',Puerto Rico,"Cupey, Puerto Rico",BerniemalpicaMd,False,Wed Jan 20 07:28:10 +0000 2021,1,b'1351793627870208000'
14,Twitter for Android,b'\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3Not the normal one...\n\n\xf0\x9f\x8e\xb5:@CharmeleonChina - Sometimes Lord(Vocal Mix)\n\n#COVID19 #StayAtHome #goodmorning\xe2\x80\xa6 https://t.co/LBsGKfP9HO',"Johannesburg, South Africa",South Africa,,False,Wed Jan 20 07:27:56 +0000 2021,2,b'1351793570261434368'
1,Twitter for Android,"b'Attention, le variant Br\xc3\xa9silien r\xc3\xa9infecte..et le vaccin semble inefficace\nCoronavirus\xc2\xa0: Que sait-on du variant br\xc3\xa9s\xe2\x80\xa6 https://t.co/3JRtHY5kfT'","Camiers, France","Camiers, France",,False,Wed Jan 20 07:29:23 +0000 2021,1,b'1351793934700335105'
4,Twitter for Android,b'Ramai netizen memberi pelbagai maklumbalas ttg gambar ini. Saya sendiri kecewa krn sepatutnya ia peluang\xe2\x80\xa6 https://t.co/YMxuxHtHWm',"Kuala Lumpur, Malaysia","Kuala Lumpur City, Kuala Lumpur Federal Territory",,False,Wed Jan 20 07:29:40 +0000 2021,0,b'1351794004577304579'
2,Twitter for iPhone,b'\xc2\xbfCu\xc3\xa1l es el filtrado que ofrece cada tipo de mascarilla contra la Covid-19 y cu\xc3\xa1l protege de la nueva cepa brit\xc3\xa1nic\xe2\x80\xa6 https://t.co/UKhNnDs0uv',San Juan del Puerto (Huelva),"San Juan del Puerto, España",,False,Wed Jan 20 07:29:08 +0000 2021,1,b'1351793868417757185'
0,Twitter for Android,b'https://t.co/h2j31ERT7B',mediapark,"Hilversum, Nederland",,False,Wed Jan 20 07:29:49 +0000 2021,0,b'1351794041348829186'
0,Twitter for Android,"b'Besides being a world-wide health crisis, the #COVID19 pandemic has uppended lives forever. The educational,menta h\xe2\x80\xa6 https://t.co/JybQBHbONn'",England | Zambia,"Liverpool, England",,False,Wed Jan 20 07:30:18 +0000 2021,0,b'1351794162253901824'
1,Twitter for Android,b'@niles_o @SkiFrank \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\nAfter taking a shot of  the covid19 vaccine',,"Port Harcourt, Nigeria",niles_o,False,Wed Jan 20 07:30:30 +0000 2021,0,b'1351794214368120832'
0,Twitter for Android,b'@FbShiv @KavyaYav_2100 @yoursSKS @manoj_begu @VarunS101 @Manju_283 @vsaini_0412 @sonucnc @shruti6_ @Cute_Gouri\xe2\x80\xa6 https://t.co/JVkJIyAdmx',"New Delhi, India","New Delhi, India",FbShiv,False,Wed Jan 20 07:30:26 +0000 2021,0,b'1351794198559690752'
3,Twitter for Android,b'Wenye waniba pesa during this Covid19 period your day will come to pass !! People entrust you with leadership respo\xe2\x80\xa6 https://t.co/YbnwHpbqnA',"Nairobi, Kenya","Naro Moru, Kenya",,False,Wed Jan 20 07:31:13 +0000 2021,1,b'1351794394614149122'
0,Twitter for Android,"b'Talkshow Penyitas Covid19\n\nNarasumber : \nKepala BNN Kabupaten lumajang, AKBP Indra Brahmana \nKapolres Lumajang, AKB\xe2\x80\xa6 https://t.co/CYxkeZXS6P'",lumajang,BNN Kabupaten Lumajang,,False,Wed Jan 20 07:31:11 +0000 2021,0,b'1351794387823415297'
0,Twitter for Android,"b'Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y\xe2\x80\xa6 https://t.co/5Kp1EZM4WK'","Newbury, England","Newbury, England",,False,Wed Jan 20 07:31:04 +0000 2021,0,b'1351794358320852997'
0,Twitter for Android,"b'""Aggiornamenti sulla situazione del Covid-19 in Svizzera""  https://t.co/6SOrSVdvch'","Ascona, Svizzera. Swizerland","Ronco sopra Ascona, Svizzera",,False,Wed Jan 20 07:32:26 +0000 2021,0,b'1351794702350241792'
2,Twitter for Android,"b'Restricciones \xf0\x9f\x99\x84,nuevos horarios de toqu\xc3\xa9 de queda \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,\xf0\x9f\x91\x8dy c\xc3\xb3mo nosotr@s somos muy obedientes \xf0\x9f\x99\x84pues nos quedaremos e\xe2\x80\xa6 https://t.co/6F78HXNMoQ'",Melilla,"Melilla, Spain",,False,Wed Jan 20 07:32:28 +0000 2021,0,b'1351794709715415041'
0,Twitter for iPad,b'Hier je suis pass\xc3\xa9 devant un lyc\xc3\xa9e avec des centaines d\xe2\x80\x99ados qui montaient dans des bus avant le confinement de 18h #COVID19',"Nantes, FRANCE","Nantes, France",,False,Wed Jan 20 07:32:33 +0000 2021,0,b'1351794731441922048'
3,Twitter for Android,b'Guys if this is the cost of vaccines the government should consider asking if we want to pay for our own shot or ge\xe2\x80\xa6 https://t.co/QrkiYmVNrY',The Sauce,"Sandton, South Africa",,False,Wed Jan 20 07:32:26 +0000 2021,6,b'1351794699883917312'
