favorite_count,source,text,location,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
2,Twitter Web App,"b'#SummerPlacements: The novelty of a #virtual ecosystem with #Industry, integrated for the #summerplacement 2021, wi\xe2\x80\xa6 https://t.co/HH4fmqPRyE'",Indore,IIM_I,False,Wed Jan 20 05:05:48 +0000 2021,1,b'1351757800372723714'
0,Twitter for iPhone,b'Hey @gtconway3d do you realize your kid needs help? https://t.co/5WVJLvuIMa',"Asheville, NC",,False,Wed Jan 20 05:05:59 +0000 2021,0,b'1351757843628638208'
0,OxfordBlue-Twitter,"b""Fenway Park to become state's second mass COVID-19 vaccination site  https://t.co/4FPI9eKgac""",,,False,Wed Jan 20 05:06:04 +0000 2021,0,b'1351757865778704384'
0,Twitter for Android,b'@Jazzman70910273 Spain Creates a List of Those Who  Refuse to Get COVID-19 Vaccine https://t.co/VBcUwRxJuP',"Toronto, Ontario",Jazzman70910273,False,Wed Jan 20 05:05:25 +0000 2021,1,b'1351757703027322881'
7,Twitter Web App,b'Someone is about to get paid big $$$... Logical thinking: Why is Oz not using them? Why are they being shipped to t\xe2\x80\xa6 https://t.co/Nt6LiA5JGZ',The Base @ Antarctica,,False,Wed Jan 20 05:05:39 +0000 2021,2,b'1351757763483901954'
0,Twitter Web App,b'In BC: 9 hospitals and 46 long-term care or assisted living homes w/ active COVID19 outbreaks\n\nConcrete proof of BC\xe2\x80\xa6 https://t.co/BThLjbkUSj',,,False,Wed Jan 20 05:06:09 +0000 2021,1,b'1351757885617762304'
0,IFTTT,b'https://t.co/mQUIvoOE6H Doses of Covid-19 Vaccine Spoiled Due to Sub-zero Storage Temperature at Assam Hospital https://t.co/k3v2gsKWFX',,,False,Wed Jan 20 05:05:47 +0000 2021,0,b'1351757796044374017'
5,Twitter for iPhone,"b'Thanks, Chantay, for putting everything in perspective these last few years. \xe2\x9d\xa4\xef\xb8\x8f https://t.co/Q2HLktsHjC'","Urbana, IL",,False,Wed Jan 20 05:05:30 +0000 2021,1,b'1351757724074336257'
44,Twitter for Android,b'Pointless to argue abt the COVID19 vaccine nemunhu asingazive difference btwn Rapid antibody test &amp; Rapid antigen t\xe2\x80\xa6 https://t.co/HIYtXvF00X',"Harare, Zimbabwe",,False,Wed Jan 20 05:06:06 +0000 2021,8,b'1351757874159083521'
0,ThreadReaderApp,"b'@jilldhines Hallo, the unroll you asked for: A major silver lining of COVID-19 is that the risk to children is ~0.\xe2\x80\xa6 https://t.co/zoio3ESGGl'",Wherever threads are written..,,False,Wed Jan 20 05:05:59 +0000 2021,0,b'1351757845209997312'
1,Twitter Web App,b'@TheDailyShow Found this about Dr. Drew.\n\nhttps://t.co/QZrTMPcyEk',"Missouri, USA",TheDailyShow,False,Wed Jan 20 05:05:16 +0000 2021,1,b'1351757666687864833'
1,Twitter for Android,"b'Once upon a time when we science students, graduated, begging for jobs and getting rejected by you, and roamed unem\xe2\x80\xa6 https://t.co/hDbwEugNwH'",Malaysia,,False,Wed Jan 20 05:05:43 +0000 2021,0,b'1351757778545590279'
0,Twitter for Advertisers.,b'Teenmaar Sadanna Funny Conversation With Radha Over Vaccination Making In Google Search \n\n#TeenmaarSadanna\xe2\x80\xa6 https://t.co/25bk5xtff2',"Hyderabad, Telangana, India",,False,Wed Jan 20 05:05:36 +0000 2021,0,b'1351757748262735872'
0,Twitter Web App,"b'Andrew M. Cuomo: Stop unnecessary deaths, the Coronavirus has spread across this country to almost 300,000 - Sign t\xe2\x80\xa6 https://t.co/OM7MAvhtqd'",,,False,Wed Jan 20 05:05:45 +0000 2021,0,b'1351757786703659011'
0,Twitter for iPhone,"b'i work in healthcare and i am 6 months pregnant, i haven\xe2\x80\x99t made up my mind yet on getting the vaccine! i want it bu\xe2\x80\xa6 https://t.co/1V36bHSpam'",multiverse,,False,Wed Jan 20 05:06:05 +0000 2021,0,b'1351757870971420673'
1,Twitter for iPhone,b'LOOK: Public Works Minister (MPW) Archt. Eduard Guerra turned over completed 100-bed Covid-19 Isolation Centers to\xe2\x80\xa6 https://t.co/rCCx8lFVPs',Cotabato City,,False,Wed Jan 20 05:05:18 +0000 2021,1,b'1351757675449643011'
1,Twitter for iPad,b'Unreal. Way to go #TrudeauVaccineFail while you hide away and plan another corrupt Liberal government in a COVID-19\xe2\x80\xa6 https://t.co/My9mreOj0O',Niagara Falls,,False,Wed Jan 20 05:05:25 +0000 2021,0,b'1351757701907361792'
1,Twitter Web App,b'#ToyotaThailandOpen #Badminton #thailandOpen \n\nToyota Thailand Open 2021: B Sai Pranesh ruled out after testing COV\xe2\x80\xa6 https://t.co/98P41tkzhb',"नई दिल्ली, भारत",,False,Wed Jan 20 05:05:37 +0000 2021,0,b'1351757754529058816'
0,Twitter Web App,b'Live testing of digital Covid-19 immunity passport launched https://t.co/2lXxg1TwBo',,,False,Wed Jan 20 05:05:22 +0000 2021,0,b'1351757689722966016'
0,Twitter for iPad,b'Your joking. 47 years of ineptitude. With Harris. Fool. https://t.co/WMFfoqwXwX',"Ossipee, MN",,False,Wed Jan 20 05:05:44 +0000 2021,0,b'1351757783683756035'
0,Twitter Web App,b'Beijing imposes new restrictions amid surge in COVID-19 cases https://t.co/FEGr58Qu7o  @wionews',India.,,False,Wed Jan 20 05:05:47 +0000 2021,0,b'1351757794731442176'
3,Twitter for iPhone,b'@FashDollStylist @VampWriterGRRL @monster_crafts That\xe2\x80\x99s awful. And to think there are people who think this Covid-19 ain\xe2\x80\x99t real \xf0\x9f\x98\x94 #dollchat',Ohio,FashDollStylist,False,Wed Jan 20 05:06:09 +0000 2021,0,b'1351757887786393600'
0,Twitter for iPhone,b'What You Can Do to #Avoid the New #Coronavirus #Variant Right Now https://t.co/bdmYycnfn5',With my girls💕,,False,Wed Jan 20 05:05:39 +0000 2021,0,b'1351757761869058048'
7,Twitter for iPhone,b'@MattHaneySF I signed up today &amp; got this text: \xe2\x80\x9cwe will notify you when Phase 1C i for the COVID-19 vaccine. Suppl\xe2\x80\xa6 https://t.co/3s18VPPlYl',Bay Area,MattHaneySF,False,Wed Jan 20 05:05:50 +0000 2021,0,b'1351757809877086208'
0,Tumblr,"b'U.S. Coronavirus Death Toll Tops 400,000. https://t.co/RDE49xuKQD'","Washington, D.C. 20002",,False,Wed Jan 20 05:05:50 +0000 2021,0,b'1351757809453588482'
0,Twitter for Android,"b'. ""...that\xe2\x80\x99s why we\xe2\x80\x99re here today. Between sundown and dusk, let us shine the lights in the darkness along the sacr\xe2\x80\xa6 https://t.co/3vJF9tXKGV'",New York,missinmycomfort,False,Wed Jan 20 05:05:57 +0000 2021,0,b'1351757838289428480'
0,Twitter for Android,b'@USA_China_Talk The novel coronavirus that ran out of the American biochemical base should be called the American v\xe2\x80\xa6 https://t.co/7eN6fGB4yF',,USA_China_Talk,False,Wed Jan 20 05:05:41 +0000 2021,0,b'1351757771612450818'
2,Twitter for Android,"b""The impact on mental health from Covid19 isn't spoken about enough. It's a cycle of darkness, sadness, panic attack\xe2\x80\xa6 https://t.co/vOfd4AcMYy""",,,False,Wed Jan 20 05:05:36 +0000 2021,2,b'1351757748929753090'
8,Twitter Web App,b'@fordnation refuses to pay nurses who have to self-isolate (even with a negative test) for being exposed to COVID\xe2\x80\xa6 https://t.co/oRSQwGMKo1',Canada,fordnation,False,Wed Jan 20 05:05:37 +0000 2021,5,b'1351757752960491520'
0,Twitter for iPhone,b'Oh shittt\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/2qqjCbV5zD',NC,,False,Wed Jan 20 05:06:06 +0000 2021,0,b'1351757875589357570'
3,Twitter for Android,"b""I won't bury my head in the sand, ever. The death toll for #COVID19 is unacceptable beyond belief. We must end this\xe2\x80\xa6 https://t.co/oEgVKiCk0w""","Wales, United Kingdom",,False,Wed Jan 20 05:05:37 +0000 2021,0,b'1351757752268369920'
1,Twitter for iPhone,b'Many of us are pretty sure more people need to put their fucking mask in and stop going to the gym https://t.co/fUQEwWhB7g',"Couch Tour, California",,False,Wed Jan 20 05:05:26 +0000 2021,0,b'1351757705166245889'
27,Twitter Web App,"b'Any malaria-like symptoms should be treated as COVID-19 infection until proven otherwise, Lagos State Governor Baba\xe2\x80\xa6 https://t.co/zeD1oIxUdg'","Lagos, Nigeria",,False,Wed Jan 20 05:05:15 +0000 2021,10,b'1351757662468247554'
0,dlvr.it,b'Coronavirus: More than 800 county residents had died of Covid new figures show https://t.co/vWKI0EJGH5',Malvern,,False,Wed Jan 20 05:05:33 +0000 2021,1,b'1351757736824868864'
262,Twitter for iPhone,"b'13) Altogether, it\xe2\x80\x99s a masterful piece of scientific engineering that took decades to perfect. Lots of great biolog\xe2\x80\xa6 https://t.co/Wfg0Oke3zw'",Washington DC & Virginia,DrEricDing,False,Wed Jan 20 05:05:19 +0000 2021,39,b'1351757677710495744'
1,Twitter for Android,b'May we be all safe from Covid19 by following all precaution or measures put in place to protect us bahlali ekuhlale\xe2\x80\xa6 https://t.co/MEngpuoVK8',"Durban, kwaZulu-Natal",,False,Wed Jan 20 05:06:01 +0000 2021,0,b'1351757853795758080'
0,Twitter Web App,"b""I didn't find much on the Internet of people talking in detail of their battles with #COVID19. So, I decided to sha\xe2\x80\xa6 https://t.co/QNaRjcB51h""","Toledo, OH",,False,Wed Jan 20 05:05:36 +0000 2021,0,b'1351757750183862272'
4,Twitter for iPhone,"b'It highlights the high variability in covid-19 incidence in pediatric populations, as well as mortality (and CFR) b\xe2\x80\xa6 https://t.co/7oLs2BDaZl'","Toronto, Canada",DGBassani,False,Wed Jan 20 05:05:57 +0000 2021,1,b'1351757837941223427'
1,Twitter Web App,"b""Healing begins with remembering (and you never forget those who've passed)... and so too does Truth and Reconciliat\xe2\x80\xa6 https://t.co/404sH8SBgA""",,,False,Wed Jan 20 05:06:02 +0000 2021,0,b'1351757857256042496'
0,Twitter Web App,"b""'Goodwill gesture': India begins export of coronavirus vaccines to six nations https://t.co/skplp1tAwk  @wionews""",India.,,False,Wed Jan 20 05:06:11 +0000 2021,0,b'1351757895747076102'
0,Twitter for Android,"b""India Deeply Honoured to meet the world's healthcare needs\n\nPM @narendramodi reiterated India's commitment towards\xe2\x80\xa6 https://t.co/nmZU2Hjw1m""","Deoghar, Jharkhand, India",,False,Wed Jan 20 05:06:12 +0000 2021,0,b'1351757899622612995'
1,Twitter for Android,b'A new study suggests someone might be able to get infected with one of the new variants of the coronavirus even if\xe2\x80\xa6 https://t.co/jNxRHg96Ll',Pennsylvania,,False,Wed Jan 20 05:05:49 +0000 2021,0,b'1351757803606728708'
0,WordPress.com,b'Coronavirus: HSBC to close 82 high street\xc2\xa0branches https://t.co/lFHDDSEWgz',"London, England",,False,Wed Jan 20 05:05:56 +0000 2021,0,b'1351757832362864640'
1,Twitter Web App,"b'Not ever. Remember he said after the election no one will speak of covid. He go to his end not mentioning it, just\xe2\x80\xa6 https://t.co/xWgfGa4iKG'",,,False,Wed Jan 20 05:05:36 +0000 2021,0,b'1351757748967505921'
0,Hootsuite Inc.,b'Total 6.31 lakh healthcare workers got Covid-19 vaccine jabs till Tuesday evening: Centre \xe2\x80\x93 ET HealthWorld https://t.co/2LmFGVyiJ8',,,False,Wed Jan 20 05:05:18 +0000 2021,0,b'1351757675109998592'
0,IFTTT,"b'https://t.co/0McS7a7xpU Open: BAI in touch with players after Praneeth tests Covid-19 positive, roommate Srikanth p\xe2\x80\xa6 https://t.co/ScVXhuicUk'",,,False,Wed Jan 20 05:05:46 +0000 2021,0,b'1351757791892013058'
2,Twitter Web App,b'Please accept the investigation. #fortdetrick #COVID19 https://t.co/cQ4oLs7lxz',,,False,Wed Jan 20 05:05:26 +0000 2021,0,b'1351757707414421506'
2,Twitter for Android,b'Poor \nAfrica\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 https://t.co/W480oAvPDE',Kigali Nyarugenge,,False,Wed Jan 20 05:05:29 +0000 2021,0,b'1351757718542024705'
0,Twitter Web App,b'Centre rushes a multi-disciplinary team to assist Lakshadweep Administration in COVID-19 management...\nhttps://t.co/bPtIo985Ey',India,,False,Wed Jan 20 05:05:48 +0000 2021,0,b'1351757799265497088'
0,Zapier.com,"b""Biden's Timid Plan to Fight COVID-19 \nhttps://t.co/qTg7JcbIhj""","Washington, DC",,False,Wed Jan 20 05:05:56 +0000 2021,0,b'1351757831138111490'
0,Twitter for iPad,b'Take care and be safe and celebrate like crazy tomorrow!\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99 https://t.co/wFtzd5sW9l',"Billings, MT",,False,Wed Jan 20 05:05:35 +0000 2021,0,b'1351757746601824258'
6,Twitter Web App,"b'Day 36. \xe2\x80\x9cJust 25 doses have been given in one lowest income country -- not 25 million, not 25,000 -- just 25. I nee\xe2\x80\xa6 https://t.co/HtgtDqRhVp'",Seattle,,False,Wed Jan 20 05:06:10 +0000 2021,3,b'1351757892840407047'
0,IFTTT,b'https://t.co/ytRcFp11Cn LIVE Updates: US Tops 4 Lakh Covid-19 Deaths; India Starts Vaccine Exports from Today https://t.co/IKYWCreQWe',,,False,Wed Jan 20 05:05:43 +0000 2021,0,b'1351757779225243651'
0,WordPress.com,b'ITV viewers fume at government\xe2\x80\x99s handling of coronavirus as Outbreak documentary\xc2\xa0airs https://t.co/3TmCGSIUjK',,,False,Wed Jan 20 05:05:21 +0000 2021,0,b'1351757685264437249'
0,Twitter Web App,"b'loop in @adarpoonawalla \xf0\x9f\x98\x89\nHe took endorsements #COVID19 #Covishield jabs, so he sud not be lax. Though it seems Asi\xe2\x80\xa6 https://t.co/N5bqwmdsMT'",,,False,Wed Jan 20 05:05:32 +0000 2021,0,b'1351757730537639937'
0,Twitter for iPhone,b'@HermanMashaba This COVID-19 created in wuhan China last year demand everyone to be vaccinated  who is responsible\xe2\x80\xa6 https://t.co/Zq4qek8o7r',,HermanMashaba,False,Wed Jan 20 05:06:10 +0000 2021,0,b'1351757890827276288'
0,Twitter Web App,b'#COVID19 #fortdetrick \nCan we get the truth\xef\xbc\x9f https://t.co/wGCCUBLqKt',,,False,Wed Jan 20 05:05:29 +0000 2021,0,b'1351757717841485825'
1,Twitter for Android,"b""India Deeply Honoured to meet the world's healthcare needs\n\nPM @narendramodi reiterated India's commitment towards\xe2\x80\xa6 https://t.co/qStxuok47z""",Bharat 🇮🇳,,False,Wed Jan 20 05:05:23 +0000 2021,0,b'1351757693527027713'
15,Twitter Web App,b'So why people are vaccinated?\nhttps://t.co/rv8k5dUk3K\n#COVID19 #SARSCoV2 #Science #COVID19Vaccination',Milky Way,,False,Wed Jan 20 05:06:00 +0000 2021,15,b'1351757848909209600'
1,Twitter for iPhone,b'@JoeBiden @KamalaHarris #COVID19 #Covid19TaskForce needs @jeremyfaust @Brief_19 @Brief19_itl #ThankYou https://t.co/q4i97UhUtk',Southern California ,JoeBiden,False,Wed Jan 20 05:05:52 +0000 2021,1,b'1351757816155967491'
0,dlvr.it,b'Coronavirus: More than 800 county residents had died of Covid new figures show https://t.co/UTnYklw8Gv',Malvern,,False,Wed Jan 20 05:06:03 +0000 2021,1,b'1351757860506542086'
0,IFTTT,"b""https://t.co/gB7fspQujr Daybreak | India to Begin Export of Covid-19 Vaccines to 6 Neighbouring Nations, Pant's Her\xe2\x80\xa6 https://t.co/PkjPRPIIrG""",,,False,Wed Jan 20 05:05:44 +0000 2021,0,b'1351757783763460096'
0,Twitter for iPhone,b'That\xe2\x80\x99s who they are. It\xe2\x80\x99s how they roll. They need to be shut down and ostracized. https://t.co/VrHAOEqEwn',"Boston, MA",,False,Wed Jan 20 05:05:15 +0000 2021,0,b'1351757660752904192'
0,Twitter for Android,b'like a leader hats off sir. https://t.co/JJkkc4ryTK',,,False,Wed Jan 20 05:06:06 +0000 2021,0,b'1351757874725179395'
11,Twitter Web App,b'This dismissal (w/ prejudice!) for violation of the speedy trial act comes as prosecutors w/ @USAO_LosAngeles are a\xe2\x80\xa6 https://t.co/rRqGvp3bWY',"Orange County, California ",meghanncuniff,False,Wed Jan 20 05:05:55 +0000 2021,3,b'1351757829670014976'
5,Twitter Web App,"b'#NSTnation Several SMK Anderson students here have expressed relief after being back in class today, after spending\xe2\x80\xa6 https://t.co/degF8DouuA'",Malaysia,,False,Wed Jan 20 05:05:33 +0000 2021,0,b'1351757738049589249'
8,Twitter for iPhone,b'More handiwork of the Lack of Planning Gang. https://t.co/VXSkPix2yo',Winnipeg,,False,Wed Jan 20 05:05:40 +0000 2021,1,b'1351757765492891653'
0,Twitter Web App,"b'@conorsen With diminishing numbers of super spreaders left, increasing numbers of vaccinated folks, and the end of\xe2\x80\xa6 https://t.co/BDnDDWLMg3'","Madison, WI",conorsen,False,Wed Jan 20 05:05:59 +0000 2021,0,b'1351757844761214976'
0,dlvr.it,b'EDITORIAL: COVID-19 restrictions continue to affect us all https://t.co/pz07PVbLHG',West Kelowna,,False,Wed Jan 20 05:05:32 +0000 2021,0,b'1351757733989478403'
7,Twitter Web App,"b'V for vendetta is a movie where a virus killing 80,000 people leads to mass panic and the insertion of a dystopian\xe2\x80\xa6 https://t.co/VqMAFowBUw'","Adelaide, South Australia",,False,Wed Jan 20 05:05:20 +0000 2021,0,b'1351757683511103489'
1,Twitter Web App,b'Beijing will extend the health observation period to 28 days for inbound travelers from overseas to avoid the impor\xe2\x80\xa6 https://t.co/boBlsiKCth',"上海, 中华人民共和国",,False,Wed Jan 20 05:05:49 +0000 2021,0,b'1351757803745120256'
0,Twitter Web App,"b'The first consignment of 1,50,000 #Covishield Vaccine takes off for Bhutan!\nIndia begins the supply of Covid vaccin\xe2\x80\xa6 https://t.co/K72tUrJtf2'",Delhi ,,False,Wed Jan 20 05:05:27 +0000 2021,0,b'1351757709465378820'
0,Twitter Web App,b'#NewsUpdate | @Hammersonplc said on Tuesday it received less than half of the #rents due for the first quarter as s\xe2\x80\xa6 https://t.co/CtyYxwkPVE',,,False,Wed Jan 20 05:05:58 +0000 2021,1,b'1351757843137847297'
0,Mirage News Posts,b'#Queensland COVID-19 rapid home testing kits hit US shores \nhttps://t.co/tIHzg75Hzm\n#Australia #Biomedical\xe2\x80\xa6 https://t.co/cHJjNzinE4',Australia,,False,Wed Jan 20 05:05:15 +0000 2021,0,b'1351757659746127872'
