id,location
767838338,Everywhere yet nowhere
1036293116137861120,Petaling jaya
1383073930475315203,"Edmonton, Alberta"
1052473279477309440,"Queensland, Australia"
829701154259030021,"Just north of Atlanta, Georgia"
956943424078442497,"England, United Kingdom"
875894381789806593,"Wisconsin, USA"
2988611589,"Los Angeles, CA"
18159134,"Fort St. John, BC"
851839591011233792,"Greenock, Scotland"
58038672,"Hudson Valley, Catskills, NY"
1385607717750853632,Arizona
4020208613,"Hickory, NC"
701498037395333121,"Los Angeles, CA"
918033048381386753,"North Carolina, USA"
3303710186,"California, USA"
1290533674094477312,@_kimsoooyaa ♡♡♡ 🏳️‍🌈
1300266416604499970,🐥💘
716807118,"Austin, TX"
2600024640,Virginia
2900139381,"Ministry of Magic, London"
3174609447,Arizona
7212562,"Dallas, Texas"
1282221693809971205,He/Him
947313550535680001,Deep in the ❤️ of Texas
22085981,"Ventura, California, USA"
100857775,"Louisville, KY"
837705639942029312,"Chicago, IL"
1030501855015497728,Alberta
3141704244,"Pella, Greece"
1164533075918884864,Moon
67919842,Tweet Smarter. Grow Faster. 👉
188821005,sweden
1177722559682371585,"Calgary, Alberta"
2293749414,Houston Texas
1323043381816172544,"Melbourne, Victoria"
1687190694,"Wisconsin, USA"
2342994074,"Sydney, Australia"
55186601,Malaysia
2802698166,"Kühriedweg 28, CH 8050 Tsüri"
942851995001536512,Arizona🌵Barrier/Audit
1286683147745161217,Behind you:)
591367714,"West Palm Beach, FL"
27283890,TX & MT
38134237,Australia
2414753628,dfw/pvd/yyz
20715638,"Southern California, U.S."
956975337132515328,Toronto 
1286288634363158530,EARLY TREATMENT SAVES LIVES
321248858,"Melbourne, Australia 🇦🇺 "
228478310,Canada
271044602,"London, Ontario"
1370806812,New York
1448036908865568768,#LetsGoBrandon
1070139145379504128,"Texas, USA"
16043205,"Kansas, USA"
210504032,"Baltimore, MD"
276153502,Calgary
969310521752252418,"London, England"
250456286,"Dallas, TX"
53245871,Philippines
247535493,"Conway, AR"
90849835,"Northern Ireland, United Kingdom"
20715638,"Southern California, U.S."
28485157,Georgia
2203752342,Norfolk County Ont Canada 
920057695226359808,West Coast Life
16458715,USA
22698629,Long Island
274581629,Manchester
1347759633902014464,USA
1144495491209498625,lsjk & bp's area
717279114,🇨🇴
218981783,"San Marcos, CA USA"
2350895629,Chicagoland Area
549711933,"Ontario, Canada"
34486293,"Tustin, CA"
26741117,"Calgary, Alberta"
23909902,T Dot / The 6ix / Why Why Zed
1231779264254660609,Athens Al.
15277451,"Hong Kong, China"
198736760,"Portland, OR"
19531912,New York City
1100485183713665024,"Colorado, USA"
1272380352556744704,Japan
1268178790599077888,Stolen Land
1310982818206547968,"Druid Hills, GA"
1437776883060551683,London
2894386816,"Nashville, TN"
1421461796234403848,"Ohio, USA"
55994774,USA
2434351990,"Albuquerque, NM"
1434050213170274305,"Nashville, TN"
1429276598503710731,"Kansas City, MO"
101902582,New York and the World
1368556596,"Toronto, Ontario"
1160964450,Canada
923763745054187520,Canada
467004982,Australia 
65947064,"Nevada, USA"
1133550986784432129,18 ar55
96385482,The D
2286813090,"Jammu,J&K (India)"
908920122,All around New York
994274766,"Prince George County, Maryland"
1278174734169956353,Lilies Republic 
1001570470649573376,Nova Scotia
969275161,Fmr Republic of Berejiklistan
849053560193110018,"Ontario, Canada"
2990432049,Missing NSB in Tallahassee 
1103070004679913472,"Queensland, Australia"
42966332,"Wylie, Texas"
529995300,Maryland
836181462,"Bensalem, PA"
1049384300334993408,"Davenport, IA"
875002685476540418,"Maryland, USA"
989369684880379904,"Yokohama-shi Tsurumi, Kanagawa"
1368536489731051527,India
717279114,🇨🇴
936825092440494080,WHM 》DNC 》AST 》DRK
1040023858705850369,"Ontario, Canada"
532496287,"Washington, USA"
800849507000942592,Deep Red South USA
976670742,Toronto
409676436,🍄🎸🥃West Of Here ❄🏂🌲
1412553967037566978,United Kingdom😷
1286771964582002692,East Coast USA
33123378,"Cape Coral, FL"
134456613,"Texas, USA"
611401130,Singapore
145369258,🌞♐️ 🌚♍️  ⬆️♒️
113558614,"Melbourne, Victoria, Australia"
884120565241569281,eiza & chaesoo • pt-br
1172726522446114816,in between trials and success
1056136180931145728,"New Haven, CT"
1306253888916512770,Live 💥 Love 💗 Sparkle ⭐️
93427794,"Pensacola, FL"
1026966977179463681,"Washington, DC"
1106034726911893504,6𝕃 𝕚𝕤 𝕕𝕒 𝔹𝔼𝕊𝕋
1186605198028038144,London
1038718157370929153,"Brooksville, FL"
959557458695016450,United States
40345175,"Flint, MI"
1245300766660681729,Jakarta Capital Region
1072821227826212864,stars
1280332016341250049,she/her
2407983293,"Ratangarh, India"
194705485,Trinidad and Tobago
1097206105,Central Alberta
246664015,"Phoenix, AZ"
65338310,"Derbyshire, United Kingdom"
1361292364132864003,New jersey 
777156552,"Colorado, USA"
1082443865657880576,"Lanarkshire ,Scotland"
1066972567943053312,"New Delhi, India"
1308959575,"Ontario, Canada"
2772627167,PA
1413847110718423046,India
69394073,"Menifee, CA"
1443265008394129408,India
1157124202312454144,United States
73595111,Nairobi
760964410361778176,"Chico, CA"
916941093861814272, 
1269612893529444354,United States
1347330523115515908,"Scranton, PA"
1359744622386380801,"Milwaukee, WI"
128109346,North Vancouver
1255393579507351554,San Francisco
23922797,Hong Kong
760337274,United States
228830074,At the Center of my Universe
1123794570326814726,Trying out the 3rd dimension 
1371286857519046657,"(+63) 
she / her 
minor , ifb
sb to unf 

#enhypen : my 生きがい
"
715326945869873153,England
1106034726911893504,6𝕃 𝕚𝕤 𝕕𝕒 𝔹𝔼𝕊𝕋
1222285055428636673,"Sulphur, LA"
891978900,"Connecticut, USA"
1514585784,"Barranquilla, Colombia"
562519700,"Boise, Idaho "
2887048652,Latje Latje Barkindji land 
1420238748915322884,West Lothian
1350825487,Cascadia By The Shadow 
1424569134851891208,Australia
1108238369874546688,India
1453556117305536513,United States
1311283738970451969, hills of thrills & spills
1395314786166919170,LISA
1450517883318980610,Far from Home
1371423879650971655,Vietnam
1032595605737144320,India 🇮🇳
22179069,Michigan
1463468980958466048,+63 | he/him | selective
2802698166,"Kühriedweg 28, CH 8050 Tsüri"
214570826,This ATX couch since March '20
1300982078318624769,Mars
1335065028349710337,Ask my kapitbahay hehe
1053091485246152704,"Alberta, Canada"
14503127,Planet Earth
1246836782,"Ottawa, Ontario"
1181041280257794050,United States
95843758,Giving up on Switzerland
14362048,"Pittsburgh, PA"
323260247,"Calgary, Alberta"
1498944614,"Brooklyn, NY"
1294731769325842432,India
1412272338037530624,CBYF HeCae
3002018138,Fresno KMJ News
26323953,"Hanford, CA"
433846277,"Calgary,Alberta (but wanders)"
846113694207676422,MI
1446006626499108867,Northeast Tennessee
1029385925095292929,Merley Wimborne Dorset England
1246463197722353665,"Barabanki.Uttar Pradesh, India"
923412269622374400,cotabato city
1199718871592161281,United States
25931787,The Twilight Zone 
983658091874054144,"England, United Kingdom"
1266477301123825664,"New Delhi, India"
1082443865657880576,"Lanarkshire ,Scotland"
159069189,Coast UK
624461722,EARTH
1371243567046406146,EL CORAZON DE LISA
1615444484,United States
19599030,San José / Muwekma Ohlone land
959869205230301185,https://www.amazon.com/DONALD-Employee-Argus-Constant/dp/0692076255
1597473606,"New York, USA"
492818963,"Maharashtra, India"
920121667027738626,"British Columbia, Canada"
733991029,Earth
1608727567,Trinidad and Tobago
324190245,✈️
1321745917200924672, New Federal State of China
24671982,"Big Island, Hi"
1101631338904412160,"Sydney, New South Wales"
351267073,"London, England"
1395143223899787266,Florida
1251675588701687808,United States
16043205,"Kansas, USA"
956054457799897090,"Pennsylvania, USA"
1462626802401103878,"Bangkok, Thailand"
1089898819,Somewhere in the world
1232413616231636992,Appalachia
51837775,"Northumberland, UK"
147071497,Global Citizen
487833518,London
1689453823,"Austin, TX"
766615549,"Fairfield, Ohio"
158622681,"Panama City, Panama."
1362307439752736769,Australia
313047973,"Philadelphia, PA"
1006186075390439424,"Vancouver, British Columbia"
175176750,"Kingston, Jamaica"
3881098642,Upper MI 
20715638,"Southern California, U.S."
1404239565813170180,Don't mess with TEXAS
24388906,Kentucky
1176334111704616960,"Utah, USA"
947584483632603138,"Maryland, USA"
18098616,"Catron County, NM"
22695528,"Plantation, FL and Boston, MA"
35798546,Cleaning 🍌Republic 
35315865,"Kent, Ohio"
1360332076201897984,Mad King Island - Population 1
1084754252,"Backwoods of Ontario,Canada  "
288445186,"British Columbia, Canada"
1444882911208034304,"Gotham, South Africa"
2955681161,"NY, NY"
1339241854554947588,"Vancouver, Washington USA"
1088326291307192320,"Sydney, New South Wales"
959557458695016450,United States
1152864346382323712,she/her
4637448838,"Blackfoot, ID"
906120522739597312,Unceded Bunurong land. 
3734393414,Planet Earth
1281384165250867201,"Alabama, USA"
561276353,Canada
1427894731808329729,Texas
473849583,"Pune, India"
43948964,on Earth! 
750675490315374592,Scotland.
1125952710,"Kansas City, MO, USA"
346969957,Philippines
437080445,"San Mateo, CA"
51378153,"Perth, Western Australia"
201453600,"Orlando, FL"
505840535,Bundjalung Country
802922400899706880,"Hawaii, USA"
1469935915,Greece
158622681,"Panama City, Panama."
1421188910424674309,"God's Country , USA"
996794189634469889,Canada
20307719,"ÜT: 45.436308,-75.614597"
1244596682689372160,JUNGKOOK &LISA
1169583646417637376,"Chidambaram, India"
251448803,"Phoenix, AZ"
1263221313180700674,Ireland
983658091874054144,"England, United Kingdom"
1247151181258002434,"Fleetwood, England"
3228332066,she/her  21 ψ
1634499846,"Albany, NY"
3089418209,Virginia
20715638,"Southern California, U.S."
1266121877346549761,"Chiclayo, Peru"
300616187,Queensland
3309248957,Everywhere
85795383,Queensland Australia
3245392427,"Mississauga, Ontario"
3219670842,"Los Angeles, CA"
28092030,Northern Ireland
767675409336897536,"Melbourne, Victoria"
619125643,"New York, USA"
1402247663865630723,On the way to u
1069629522067243009,"Hyderabad, Pakistan"
1118553854411304960,"West Region, Singapore"
1053628074145865729,Connecticut
1390538514,United States
968618671,King County WA
1273069423528742918,"Dallas, TX"
1133472386995621894,she/they
828904214659264512,"Evanston, IL"
237578340,"Sioux Falls, SD"
302835486,Cambridge/Southend
35161651,"Funabashi,Chiba pref.Japan"
1425350371426193408,Mars
32186559,"Los Angeles, CA"
29400182,"New York, NY, USA"
3463527802,"Buffalo, NY"
1020147314105769984,MINOR nsfw dni
740737945619947521,"Florida, USA"
76172015,"Auckland, New Zealand"
835671461327065090,Washington State
2778867328,"North Lancashire, UK"
1415912491494739970,"Melbourne, Victoria"
288445186,"British Columbia, Canada"
1080042566538522624,Mars
1423827460748161026,"Miami, FL"
56945361,"CA, AMERICA"
41905954,CA & gab.ai/ElenaHaskins
826466767962775552,Pennsylvania
276944655,"Toowoomba, Queensland, Aussie."
17002593,"Washington, DC"
36889583,Oakland
1273797468329775104,Southwest Florida
875925334247583746,United States
291186311,"Thane, India"
2680508754,"Texas, USA"
828954655967281156,NY
2821395707,CANADA
2921328716,California born & proud of it
728859242292125696,"Noosa, Queensland, Australia"
876558081026600963,🌎of Mystery
2269293227, Ireland 
1017973196325351424,"Arkansas, USA"
86367980,USA
1144495491209498625,lsjk & bp's area
18849062,United States
1001552859471794177,"Florida, USA"
19031361,"Buffalo, NY"
1306159735,"Kape Kenney, #yql"
351578626,"Denver, CO"
260084459,Mexico
1018649717117472768,"Hanover, NH"
1381795693749096452,calgary
364252560,Utah
101834389,"Las Vegas, NV"
2192708766,"Louisiana, USA"
1181472344,Singapore
274129680,"Taldorei, Exandria"
1293756135770652672,"Michigan, USA"
973000873,"Vancouver, British Columbia"
2786360472,AB Canada
1006186075390439424,"Vancouver, British Columbia"
767675409336897536,"Melbourne, Victoria"
22179069,Michigan
183024552,Australia.
1344287792,"Ohio, USA"
489936166,Australia NSW
1359387145744510977,United States
1355713990345846788,"Moncton, New Brunswick"
1030192016192204800,Alberta
62189929,Ohio
1102796673271513088,"Tucson, AZ"
797477526234771456,"Arizona, USA"
2421047521,Louisville Kentucky
259506084,"Adelaide, Australia"
4010011307,FLORIDA
1311283738970451969, hills of thrills & spills
736710115,"Cambridge,Oh"
397051626,"Kamloops, British Columbia"
1447334332784381956,"Tampa, FL"
1382274179353874432,Kaurna Country
51378153,"Perth, Western Australia"
146687597,Texas
880112324987822082,"Washington, DC"
803991871,"Burnaby, British Columbia"
36599734,"Wheeling, IL"
3015721785,"Melbourne, Victoria"
1350589034804912128,"Western Australia, Australia"
1430937774849396746,United States
163058272,"Cape Town, South Africa"
1056553044878524418,"Halton, Ontario"
2436149616,Continental Europe
130766660,"Appleton, WI"
730778265003102209,USSR
1342899460087689226,"Beaver Bank, Nova Scotia "
864905983,into an alternate reality
1261814355248713729,"Anderson, IN"
62644902,"San Antonio, TX"
872835357640884227,Nord-Deutschland
174857883,Genova Italy
426948856,United Kingdom
1353924312315555841,Lalisa’s Heart
1038165963798134784,"Richmond, VA"
1399717381547511808,"+63
  '06
  she ! her
   multi"
2400854155,"Melbourne, Victoria"
857695560404480001," God's Country , deep South"
18120497,"Long Beach, CA"
515847379,"Milton, FL"
184923804,Kansas City
308321267,Oz & Worldwide Walkabout
1319622642404675591,"Georgia, USA"
927536161580609537,Stop being Nosey.
1331951559983443969,BLINK HOME
500491243,Yinzerville
2212472492,"New York, New York"
250926221,"Sao Paulo, Brazil"
1092074453486452737,Havaiana
55186601,Malaysia
1450517883318980610,Far from Home
983936789177024512,Louisiana
16635044,KANSAS
1147564919845466114,Brasil
1376405345665347585,"Sydney, New South Wales"
709930449368440833,"Evanston, IL"
2879154399,LaLaLand 💛
1265169074218246145,Long Island
9616062,"San Diego, CA"
2572931083,New York
2883594300,"Higginsville, Missouri"
953069782177206272,Jurassic Park
348770960,Oklahoma
3302976755,458 Socom St
931722624949936129,Thailand
2416885579,"Kathmandu, Nepal"
1894623986,United States
271683060,"Pine Hill, NJ"
2294227179,"Timbuktu, yeah?!"
621164749,Alberta
1331951559983443969,BLINK HOME
1347182737518600193,so far away
3325227036,Las Vegas/Carson City/China
3193157344,"East Tennessee, USA"
1334512204784275462,Japan
1276507916963426306,"Alot, India"
327238080,"Victoria,  Australia"
1412553967037566978,United Kingdom😷
32762508,"Miami, Fl"
769301900378374144,"London, England"
11154512,"Elmhurst, IL"
1235945277254758400,"Massachusetts, USA"
1128099459353571328,"Boulder, CO"
999743608512135169,"Dallas, TX"
1120138459073536001,Australia
741344448,Social networks
209526201,"Sydney, Australia"
36240076,"Massachusetts, USA"
164372140,"Toronto, Ontario"
2198312326,Birmingham ❤️
1053438516,"Tyrannical ON, Fascist Canada "
4575759733,PUNJAB/CANADA 🇨🇦
797630214545219584,"Alberta, Canada"
537183195,Florida
2286813090,"Jammu,J&K (India)"
967085277180149760,"California, USA"
1253719939103576064,Baltimore bitch 
1264427006579617793,County Donegal & Hampshire
791301793296764929,MAGA Country
36932970,Washington DC
390246575,"Florida, USA"
1228180207321767937,Bangkok
41217984,"iPhone: 51.465374,-0.128041"
1429098426,"Kingston, Jamaica"
2192606905,"Mt. Pleasant, MI"
53256542,"Victoria, Australia"
1443953421111857157,Bakersfield CA
2718099603,Vancouver
81136269,"London, UK"
2579852005,"Phnom Penh, Cambodia"
375363405,Estonia
3093727685,Wonderful Wales
8044112,"strolling through the crowd
like peter lorre"
115631816,Dover
500886388,hamilton canada
1330164096600301572,"Boston, MA"
839375629455798272,Chennai
967423527753338880,20 Minutes out of D.C.
15250661,Australia
1367531,U.S.A.
14589909,New Zealand
1303063013566676994,Bacolod City
2402190198,New Zealand
748605954590183424,Florida
381194654,Alberta
1029385925095292929,Merley Wimborne Dorset England
752360551615860736,"Honolulu, HI"
1421396771066966020,"Kota Surabaya, Jawa Timur"
1216201121838125057,Somewhere
101611562,"ÜT: 40.487512,-79.885369"
15492327,"Vineland, NJ"
3230944180,"Pennsylvania, USA"
2451490392,Toronto
4355287767,United States
17686959,Everywhere
19733321,"Vancouver,Canada"
49616509,⚡Near & Far ⚡️ Canada
1437034035352535042,06  ▪︎  SHE/HER || home
2695793204,West Virginia
908087136,"Alor Star, Kedah"
22380612,"Lilburn, Georgia"
1174502310149533697,"Hell, i.e., United States"
495460641,United States
182639397,KTown 
16229694,"Gold Canyon, AZ"
1319040410656886784,London
26178709,"Huntsville, AL"
1106864048,360/503
1221174504996724739,Planet Earth
43395126,"Brookline, MA"
1370455575176355846,Rural Mi
1234555169645498368,Nashville
574681599,"Hyères, France"
1362934442243678209,Victoria 
22467996,Bangalore
4070834723,the woods
1262563608598179840,"North Las Vegas, NV"
797630214545219584,"Alberta, Canada"
1424088732,"Chicago, IL"
299259954,"Goa, India"
231942475,"Dublin, Ireland"
833181036,"Camillus, NY"
1615444484,United States
2300768312,"Gold Coast, Queensland ☉"
1359387145744510977,United States
768526712,"Earth, Milky Way Galaxy"
1348444005886013441,Michigan
1357145699591200768,New Zealand
1110389035174948864,"Philadelphia, PA"
180305552,Ipswich Q
346029230,Vacaville California
135180047,United States
1136796851452219392,Heaven on Earth
46289382,"Edmonton, Alberta"
546823381,Jakarta♥
1419560295840718850,"Hyderabad, India"
443805353,"Steenwijkerland, Nederland"
941863137300672512,nonyabuisness
28499283,Chicago
524724189,Love my Saint Bernard
967156660895494144,"Bullhead City, AZ"
535913183,Worldwide
134053233,Mumbai
135433469,"Calgary, AB"
1419213480033329153,"Perth, Western Australia"
1172345379125260288,"Alberta, Canada"
186352104,Wurundjeri Country
51957400,"ÜT: 40.781821,-77.852265"
93980966,"London, United Kingdom"
1573638349,"White Plains, NY"
1721298120,RVA
1306253888916512770,Live 💥 Love 💗 Sparkle ⭐️
967217147146457088,The Rockies
32509992,"Lexington, KY"
143050159,"Hull, UK"
700183860277956608,NYC
1234429729412964352,Planet Earth
17104123,"Spokane, WA"
1347759633902014464,USA
1235945277254758400,"Massachusetts, USA"
1351278452226236416,"🏄🌴🐬San Diego, CA  #USA"
1216201121838125057,Somewhere
172383443,Bristol England 
745540429,New York City
329253353,"Edmonton, Alberta, Canada"
1334506735403479040,Paris
1091921753268457472,"Flint, MI"
1371427025341218818,Mlist link⬇️
122920312,"ÜT: -6.934202,107.64636"
1288357785533521920,"Melbourne, Australia"
2600024640,Virginia
1084911963317112832,London
1021094507553714177,Gab.com 🐸 @Rampage357 🐸
1463668367441551364,Maibang Dima Hasao Assam india
30966495,Atlantic Canada
751936633059106816,United States
737977061957095424,"New York, USA, 20"
559175202,New York City
1420238748915322884,West Lothian
2849002581,Canarsie-Munsee Lenape land
16665375,"Melbourne, Victoria"
4025531193,"Pennsylvania, USA"
1085337168669802497,"Framingham, MA"
16959938,Florida
1310982818206547968,"Druid Hills, GA"
1105965790375960576,Wisconsin
1308959575,"Ontario, Canada"
43998427,Treaty 6 Territory
747165161874690048,"Moncton, New Brunswick"
1197203424305205248,"Ottawa, ON"
2572136724,Australia
1428928031511416832,"Tyler, TX"
3105684814,---
1191800114647572481,Colombia
517898934,"Tampa, FL"
1410229058391228416,Blue Ridge Mountains
18179169,𝓢𝓪𝓿𝓸𝓲𝓻𝓯𝓪𝓲𝓻𝓮
15851279,United States
1443841029233254400,India
610331398,Calgary Alberta
1324762713227145224,"District of Columbia, USA"
919511021328277504,"Salem,  "
1457384907395649540,The Thunderdome
1349404500482793474,"Georgia, USA"
1298088136585568258,home
416660186,"South Dakota, USA"
1668743185,"Washington, USA"
216110913,Eskişehir
507864785,Ottawa
3307918698,The City of Angels
1430937774849396746,United States
819182423728685058,Treaty 1 / Manitoba
3416146505,"Melbourne, Australia"
19749153,CT
1107393495294197760,Tx
861475026742149121,"Pennsylvania, USA"
1442450172936482822,"eni 16-17 he him
please read txti byf"
325574970,"Dallas, TX"
705083710391975937,BLACKPINK•TREASURE
1088714992617050112,"Bangkok, Thailand"
1100636270974255105,"Victoria, Australia"
564734474,New York
1435992028702195714,"Garland, Tx"
1356818609302044678,USA
862740829865218049,Hong Kong
713400514034073601,in your area 💛💗💚     
1448475766035914753,"Anchorage, AK"
29984961,SW Louisiana
22226278,"Arizona, USA"
528986496,"Morgantown, WV"
434596692,"Ontario, Canada"
20342475,"New York, USA"
15179672,Wales
2258424564,Southern California. 💜💛✨
1303582033558597633,NYC 🛫Florida🛬#EndlessSummer 
1353319457897082881,lisa's heart
3999214100,"California, USA"
309411152,Winter. Edmonton. Your mind. 
1214594442914611200,Pit that is NJ
62734932,TORONTO CANADA (T Dot) 🍁
1420540205342203909, Australia
1514585784,"Barranquilla, Colombia"
22831866,"Las Vegas, NV"
2811559122,Philippines
1357931292,"Toronto, Canada"
1177934091334742017,Republic of the Philippines
2972880872,None of your business
1066898013996498944,"Arizona, USA"
968283686159368192,"San Jose, CA"
822557265479761922,india
1218437613549277184,"Virginia, USA"
51378153,"Perth, Western Australia"
266886633,Canada
886776512426328064,"Treaty Six, Sturgeon County"
524724189,Love my Saint Bernard
773621181429714944,"Utah, USA"
1032595605737144320,India 🇮🇳
18358474,NONYOURBUSINESS
902264321597743104,"New Jersey, USA"
291627601,"Ontario, Canada"
1341180224382377984,"New Jersey, USA"
4615341,Paris of the Piedmont
598008776,"East Coast, USA"
1150909366058590219,United States
176123698,Manchester
131286593,"Oshawa, Ontario, Canada"
809832169677864960,"Maryland, USA (DC Native)"
1136796851452219392,Heaven on Earth
824915595934076928,WestOz
1537114890,DomsMom 
1128950400453894145,"Gainesville, FL"
139531687,Bli Bli Qld Australia
1383600503590821888,Earth
1342317082789224448,"Toronto, Ontario"
1323383262,Canberra
937687874237009922,"Kekistan, PA."
1391057341617934336,USA
989620905641885696,Serenity Base 🇦🇺 
1014707277247533056,"New York, USA"
1411518143864864768,ph
784414257056247808,"Headquarters, England"
1423827460748161026,"Miami, FL"
2981682513,Parler- @deniselitalian
943435155250778113,"Midland, Ontario"
1119502132489539585,Money On the ground
260284383,1187 Hundertwasser Street
248571894,"Karachi, Pakistan"
772270027290451968,"Melbourne, Victoria"
867490614,EXO -​ L
1216201121838125057,Somewhere
2916094244,planet earth
937114199637061632,"Hazlet, NJ"
15451869,"Boston, MA"
263984640,"Rochester, MN"
339283535,"Olympia, WA"
1349404500482793474,"Georgia, USA"
1037496453076213760,"Lalor, Melbourne"
1360379580238815232,Fiji
278146599,"Fredericton, NB CANADA"
1192199549512634369,uc berkeley 
16203202,"West Newbury, MA"
595071739,"Oregon, USA"
62867566,"Dallas, TX"
1353319457897082881,lisa's heart
1263898793012916224,India
1434395144531283968,"Albuquerque, NM"
74720776,Philippines
1354796834749902851,Earth
1060705612470910978,"Waverly, MI"
3219670842,"Los Angeles, CA"
1693489254,cloud9
66875571,Helen of the West 🇱🇨
1273167353031860224,LA
26099718,UK
280656538,Kansas City
1427271119694929922,"The Villages, FL"
1372166406972661770,"Sydney, New South Wales"
533443457,"Mumbai, India"
138230028,Downtown Los Angeles
2502717567,"Jackson, NJ"
17604382,Magic Island
18193826,"Old Bay, USA"
408104133,Sydney Australia
764728832788013057,🍑♡
14802013,Left Coast of the US
32598110,United States
154709575,Australia
240318436,Winnipeg
1119196013934235648,EXO planet 
839627124050841601,"Arizona, USA"
3178688418,Australia
2523313824,Indian Territory
720045930746101760,Argentina
984632976,"Chennai, Hyderabad, Dindigul."
767530936418365440,"Central Oregon, USA"
1298088136585568258,home
1418496286962032644,"Tugatog Meycauayan,Bulacan"
1212165526379589632,"Warragul, Victoria"
1328009971,"London, London"
797477526234771456,"Arizona, USA"
72019292,"Hicksville, NY"
1271570963419758593,UK
94863621,"Winston-Salem, NC"
1321691490188357633,"Davao City, Davao Region"
1304858547201736712,Earth
1063434776,Finland
718456229727772672,"London, England"
546823381,Jakarta♥
1055357051361157120,India
479116114,"Montreal, Canada"
1081784365799989248,ประเทศไทย
1195909782487666688,she/her
116946746,"Burlington, VT"
788445968039456768,"Iowa, USA"
78773180,México/GDL/USA 
209649857,"Toowoomba, Queensland"
2409835225,Snowdin
216406668,"Auburn, NY"
2416403740,Zürich⚅ Suisse🇨🇭
1356745400032653314,Canada
484417726,United States
297686047,"Ridgewood, NJ"
863637194,"Madrid, Comunidad de Madrid"
205734749,"Newmarket, Ontario"
839962012964835328,Toronto
1001236232704315398,New York State
126840431,脳内
2600024640,Virginia
2592632596,SE Michigan
1192379740415500288,"Brooklyn, NY"
883339591490695170,Not your fantasy land
1330047295023439872,+63 | minor | she/her | multi 
1223950760,Kildonan-St. Paul Winnipeg MB
911619320853151744,Nellore
50880679,USA
904083534381424640,My hut with chicken feet
21931670,Los Angeles
4691978324,"Sydney, New South Wales"
951175089793384448,"Texas, USA"
102905819,New York
78944769,Q2 
728594002606428161,Canada
24014133,"DFW, TX"
129260158,@Your mom's house
48219360,"Wichita, Kansas"
60409680,"Miami, FL"
349888015,socal
77159384,PNW
250836563,"Jersey City, NJ"
2442370027,"Prescott, AZ"
2769723541,"Tuscarawas County,Eastern Ohio"
4646810532,Victoria
359928092,Texan in Missouri
3129949563,Ottawa Canada
31065730,"#NRA life member - Joplin, MO"
939431298233376768,"Melbourne, Victoria"
1016195034,"Colorado, USA"
1419213480033329153,"Perth, Western Australia"
94721499,"Manalapan, NJ"
731279206672388096,"Florida, USA"
717161459390648321,"Naga City, Bicol Region"
1378772831031472135,the mind palace
1101484425588736000,Lower East Side Manhattan 
1199733505304989706,Sheffield 
439069615,"Perth, Australia"
1460413424396128260,"New York, USA"
836643911414263809,NC
423873762,"Michigan, USA"
132006038,Kizh land 
895765856675926016,Norway
1101070940597714950,wonderlala-land
228478310,Canada
522812752,washington state
1375013011644055552,jenlisa | chaesoo
1345605679382454272,Morocco
958837405368373248,"Huntsville, Alabama"
715326945869873153,England
319095117,"Murphysboro, IL"
1372795101433327620,Hey 거기 어딜 보니 이리 와봐 Lovable Boy 느낌이 오지 않니 I'm ready 꼴레리 어머머머 어머머머 여기를 봐 저기로 와 내게로 와 너나 나나 너나 나나 다 같이 이 분위기를 연주해 느린 노랜 지겨워 좀 더 템포를 높여 더 센 걸로 부탁해 Please
303642418,"Pathum Wan, Bangkok"
20715638,"Southern California, U.S."
1124718314704461825,"Trollheim, visa pending"
4436941214,Central California 
146734114,Oz
1445129255977984001,"Ohio, USA"
782737922638295040,California
821826932924973058,United States
16123660,Washington DC
3228368966,India
268929155,"Hawaii, USA"
1357723629862219777,"Onterrible, Canada"
3066992568,United States
37813045,Toronto
112492891,Global Citizen
191091544,"Seattle, WA"
806059316683808768,Taiwan
1490303522,CDE - Paraguay
66499286,US
999280766,Dove il mare è più blu...
4686113126,Somewhere in Mississippi
2957740334,"chattanooga, TN"
388646207,Australia
919105975,Dorchester
1353319457897082881,lisa's heart
1272742287387156480,filo 6teen !
1350195742728720389,"Texas, USA"
1431766010533662722,"Toronto, Ontario"
588560706,Switzerland
1248029941,  BayArea 🤍 👉#MarEthr
159314531,Ozarks Hillbilly country
1362080944862199818,"Syracuse, NY"
719684513828376577,United States
901262875200692224,“Allah: Universal Presence.”
1299697906040090624,The fiery pits of Hell
1411011432175620103,"Roanoke, VA"
236584290,"Los Angeles, CA"
822355214422441984,"Texas, USA"
1432572608424275968,Beijing
356837905,Jersey Girl
15259359,California
466105755,"Mount Vernon, OH"
1439983940249477120,"Detroit, MI"
561718464,"New Jersey, USA"
801789233182674944,"Haryana,jind"
758709829066252288,United States
22565926,Eastern Shore NS
17845932,Tennessee
1270058461527670785,"Kentucky, USA"
12500102,"Brownsburg, Indiana"
116811352,USA
1559256986,The Big Apple
115038339,"West Borneo, Indonesia"
109207083,"Kampala, Uganda"
260642484,"Los Angeles, California"
703079350657290240,"Chevy Chase, MD"
820862804,"Dallas, TX"
3227259348,"Jersey, USA"
78456241,New York City
753034544928944128,the True North strong and free
836020468339593216,"Pennsylvania, USA"
2582892690,"Kitchener, Ontario"
2889484181,"ithaca, NY"
1034946993838350336,out here loving got7
756936007262412800,en el espacio 
354573179,Canada
263924057,florida
